AcFunc,nodes,layers,decrs,mse,time
<function relu at 0x7fb1968659e0>,36.0,6.0,1.0,1.078843933773451,0.49
<function relu at 0x7fb1968659e0>,36.0,6.0,0.0,0.25928518997812894,0.54
<function relu at 0x7fb1968659e0>,36.0,8.0,1.0,0.49570733582065934,0.7
<function relu at 0x7fb1968659e0>,36.0,8.0,0.0,0.23590958706253798,0.59
<function relu at 0x7fb1968659e0>,36.0,10.0,1.0,0.18485594802283115,0.58
<function relu at 0x7fb1968659e0>,36.0,10.0,0.0,0.20577582239677025,0.7
<function relu at 0x7fb1968659e0>,48.0,2.0,1.0,1.3451783873018726,0.69
<function relu at 0x7fb1968659e0>,48.0,2.0,0.0,0.3494762767642991,0.69
<function relu at 0x7fb1968659e0>,48.0,4.0,1.0,1.0761622928381254,0.69
<function relu at 0x7fb1968659e0>,48.0,4.0,0.0,0.3252326535899516,0.49
<function relu at 0x7fb1968659e0>,48.0,6.0,1.0,0.26259019516834836,0.52
<function relu at 0x7fb1968659e0>,48.0,6.0,0.0,0.23799141974299665,0.55
<function relu at 0x7fb1968659e0>,48.0,8.0,1.0,0.501481670715399,0.69
<function relu at 0x7fb1968659e0>,48.0,8.0,0.0,0.18117956846041947,0.62
<function relu at 0x7fb1968659e0>,48.0,10.0,1.0,0.9615679221008557,0.62
<function relu at 0x7fb1968659e0>,48.0,10.0,0.0,0.22802263121012484,0.7
<function relu at 0x7fb1968659e0>,60.0,2.0,1.0,0.33253708876449295,0.42
<function relu at 0x7fb1968659e0>,60.0,2.0,0.0,0.2933364183658217,0.65
<function relu at 0x7fb1968659e0>,60.0,4.0,1.0,1.0842171147939441,0.7
<function relu at 0x7fb1968659e0>,60.0,4.0,0.0,0.2591248528839947,0.51
<function relu at 0x7fb1968659e0>,60.0,6.0,1.0,0.5340048713991313,0.69
<function relu at 0x7fb1968659e0>,60.0,6.0,0.0,0.17911343925327602,0.58
<function relu at 0x7fb1968659e0>,60.0,8.0,1.0,0.5487885563889758,0.59
<function relu at 0x7fb1968659e0>,60.0,8.0,0.0,0.20776984818138275,0.67
<function relu at 0x7fb1968659e0>,60.0,10.0,1.0,0.4437987043115904,0.7
<function relu at 0x7fb1968659e0>,60.0,10.0,0.0,0.1638548193019468,0.75
<function selu at 0x7fb196865320>,12.0,2.0,1.0,0.45833549088600967,0.69
<function selu at 0x7fb196865320>,12.0,2.0,0.0,0.4622458738675902,0.4
<function selu at 0x7fb196865320>,12.0,4.0,1.0,0.6002446737542291,0.43
<function selu at 0x7fb196865320>,12.0,4.0,0.0,0.3605710205739451,0.43
<function selu at 0x7fb196865320>,12.0,6.0,1.0,0.3814767809935221,0.69
<function selu at 0x7fb196865320>,12.0,6.0,0.0,0.32666432108526666,0.69
<function selu at 0x7fb196865320>,12.0,8.0,1.0,0.38891741545753206,0.69
<function selu at 0x7fb196865320>,12.0,8.0,0.0,0.30677252390480375,0.69
<function selu at 0x7fb196865320>,12.0,10.0,1.0,0.33833050022688554,0.56
<function selu at 0x7fb196865320>,12.0,10.0,0.0,0.35266709904939364,0.7
<function selu at 0x7fb196865320>,24.0,2.0,1.0,0.4785410440550856,0.4
<function selu at 0x7fb196865320>,24.0,2.0,0.0,0.3412556686966527,0.69
<function selu at 0x7fb196865320>,24.0,4.0,1.0,0.48197414458409366,0.43
<function selu at 0x7fb196865320>,24.0,4.0,0.0,0.28337275352640445,0.55
<function selu at 0x7fb196865320>,24.0,6.0,1.0,0.2979716951383653,0.5
<function selu at 0x7fb196865320>,24.0,6.0,0.0,0.20475418275032659,0.69
<function selu at 0x7fb196865320>,24.0,8.0,1.0,0.20631687847278668,0.7
<function selu at 0x7fb196865320>,24.0,8.0,0.0,0.19513364301425098,0.58
<function selu at 0x7fb196865320>,24.0,10.0,1.0,0.2810203450752151,0.59
<function selu at 0x7fb196865320>,24.0,10.0,0.0,0.20687517030048533,0.62
<function selu at 0x7fb196865320>,36.0,2.0,1.0,0.5784868161481548,0.7
<function selu at 0x7fb196865320>,36.0,2.0,0.0,0.35565778625877453,0.42
<function selu at 0x7fb196865320>,36.0,4.0,1.0,0.27948495726400424,0.47
<function selu at 0x7fb196865320>,36.0,4.0,0.0,0.24795834407468198,0.69
<function selu at 0x7fb196865320>,36.0,6.0,1.0,0.2916146424918814,0.5
<function selu at 0x7fb196865320>,36.0,6.0,0.0,0.22973793996148636,0.55
<function selu at 0x7fb196865320>,36.0,8.0,1.0,0.23893719723079906,0.64
<function selu at 0x7fb196865320>,36.0,8.0,0.0,0.1634651211876008,0.69
<function selu at 0x7fb196865320>,36.0,10.0,1.0,0.15743275925321146,0.58
<function selu at 0x7fb196865320>,36.0,10.0,0.0,0.17478571435109003,0.7
<function selu at 0x7fb196865320>,48.0,2.0,1.0,1.0693287357714605,0.69
<function selu at 0x7fb196865320>,48.0,2.0,0.0,0.3109436549228711,0.43
<function selu at 0x7fb196865320>,48.0,4.0,1.0,0.3863257316246078,0.47
<function selu at 0x7fb196865320>,48.0,4.0,0.0,0.2602652105049436,0.69
<function selu at 0x7fb196865320>,48.0,6.0,1.0,0.20227999844043776,0.53
<function selu at 0x7fb196865320>,48.0,6.0,0.0,0.17644672412495369,0.58
<function selu at 0x7fb196865320>,48.0,8.0,1.0,0.20536223427210165,0.7
<function selu at 0x7fb196865320>,48.0,8.0,0.0,0.16724987834820854,0.7
<function selu at 0x7fb196865320>,48.0,10.0,1.0,0.18116242660891624,0.7
<function selu at 0x7fb196865320>,48.0,10.0,0.0,0.21417703283931222,1.38
<function selu at 0x7fb196865320>,60.0,2.0,1.0,0.3495709303272884,0.4
<function selu at 0x7fb196865320>,60.0,2.0,0.0,0.4329721793789658,0.45
<function selu at 0x7fb196865320>,60.0,4.0,1.0,0.36044601291893463,0.49
<function selu at 0x7fb196865320>,60.0,4.0,0.0,0.2686698998152379,0.52
<function selu at 0x7fb196865320>,60.0,6.0,1.0,0.20124339864672006,0.69
<function selu at 0x7fb196865320>,60.0,6.0,0.0,0.15306141812874463,0.69
<function selu at 0x7fb196865320>,60.0,8.0,1.0,0.1593684259568585,0.66
<function selu at 0x7fb196865320>,60.0,8.0,0.0,0.18527547601615318,0.69
<function selu at 0x7fb196865320>,60.0,10.0,1.0,0.2326982852975786,0.7
<function selu at 0x7fb196865320>,60.0,10.0,0.0,0.1652402106211487,1.38
<function gelu at 0x7fb196865b90>,12.0,2.0,1.0,1.8935049725544915,0.69
<function gelu at 0x7fb196865b90>,12.0,2.0,0.0,0.3174489246741271,0.43
<function gelu at 0x7fb196865b90>,12.0,4.0,1.0,0.3635103061528554,0.7
<function gelu at 0x7fb196865b90>,12.0,4.0,0.0,0.38425376191111726,0.7
<function gelu at 0x7fb196865b90>,12.0,6.0,1.0,0.9301358769372465,0.52
<function gelu at 0x7fb196865b90>,12.0,6.0,0.0,0.39762142963829394,0.51
<function gelu at 0x7fb196865b90>,12.0,8.0,1.0,0.25282296149970296,0.7
<function gelu at 0x7fb196865b90>,12.0,8.0,0.0,0.28937367524749036,0.71
<function gelu at 0x7fb196865b90>,12.0,10.0,1.0,0.5127461393741048,0.72
<function gelu at 0x7fb196865b90>,12.0,10.0,0.0,0.29066313580107433,0.71
<function gelu at 0x7fb196865b90>,24.0,2.0,1.0,3.5725342176976826,0.69
<function gelu at 0x7fb196865b90>,24.0,2.0,0.0,0.3744955890728992,0.43
<function gelu at 0x7fb196865b90>,24.0,4.0,1.0,0.2748889542732314,0.7
<function gelu at 0x7fb196865b90>,24.0,4.0,0.0,0.25342503008876677,0.7
<function gelu at 0x7fb196865b90>,24.0,6.0,1.0,0.42410827418587826,0.56
<function gelu at 0x7fb196865b90>,24.0,6.0,0.0,0.2746652569778871,0.7
<function gelu at 0x7fb196865b90>,24.0,8.0,1.0,1.5277684905834508,0.61
<function gelu at 0x7fb196865b90>,24.0,8.0,0.0,0.18510388011644155,0.67
<function gelu at 0x7fb196865b90>,24.0,10.0,1.0,0.19682868396996225,0.73
<function gelu at 0x7fb196865b90>,24.0,10.0,0.0,0.23213500979999024,1.39
<function gelu at 0x7fb196865b90>,36.0,2.0,1.0,1.7852309561574458,0.69
<function gelu at 0x7fb196865b90>,36.0,2.0,0.0,0.2972651964367059,0.69
<function gelu at 0x7fb196865b90>,36.0,4.0,1.0,0.7772203774598543,0.51
<function gelu at 0x7fb196865b90>,36.0,4.0,0.0,0.2218905925355475,0.54
<function gelu at 0x7fb196865b90>,36.0,6.0,1.0,0.17729126348010452,0.7
<function gelu at 0x7fb196865b90>,36.0,6.0,0.0,0.27743848506548485,0.63
<function gelu at 0x7fb196865b90>,36.0,8.0,1.0,0.643075894397852,0.71
<function gelu at 0x7fb196865b90>,36.0,8.0,0.0,0.19639909549273626,1.39
<function gelu at 0x7fb196865b90>,36.0,10.0,1.0,0.6519148699762906,0.72
<function gelu at 0x7fb196865b90>,36.0,10.0,0.0,0.17854182264423088,1.39
<function gelu at 0x7fb196865b90>,48.0,2.0,1.0,1.976244838381742,0.43
<function gelu at 0x7fb196865b90>,48.0,2.0,0.0,0.31551424223093805,0.69
<function gelu at 0x7fb196865b90>,48.0,4.0,1.0,0.5210283733102513,0.52
<function gelu at 0x7fb196865b90>,48.0,4.0,0.0,0.20334587267236295,1.38
<function gelu at 0x7fb196865b90>,48.0,6.0,1.0,0.783516835190454,0.72
<function gelu at 0x7fb196865b90>,48.0,6.0,0.0,0.21333567775787202,0.76
<function gelu at 0x7fb196865b90>,48.0,8.0,1.0,0.22873907414167077,0.65
<function gelu at 0x7fb196865b90>,48.0,8.0,0.0,0.15447655218731704,1.39
<function gelu at 0x7fb196865b90>,48.0,10.0,1.0,0.6534234183993708,1.39
<function gelu at 0x7fb196865b90>,48.0,10.0,0.0,0.18439188370754145,1.39
<function gelu at 0x7fb196865b90>,60.0,2.0,1.0,2.5293943519403417,0.42
<function gelu at 0x7fb196865b90>,60.0,2.0,0.0,0.31332927067587707,0.69
<function gelu at 0x7fb196865b90>,60.0,4.0,1.0,0.24291822506946753,0.71
<function gelu at 0x7fb196865b90>,60.0,4.0,0.0,0.19752295523590035,0.7
<function gelu at 0x7fb196865b90>,60.0,6.0,1.0,0.22108578458060654,0.59
<function gelu at 0x7fb196865b90>,60.0,6.0,0.0,0.1499225958927724,0.68
<function gelu at 0x7fb196865b90>,60.0,8.0,1.0,0.618045015100177,0.71
<function gelu at 0x7fb196865b90>,60.0,8.0,0.0,0.1705451842030999,0.79
<function gelu at 0x7fb196865b90>,60.0,10.0,1.0,0.1884640120181086,0.79
<function gelu at 0x7fb196865b90>,60.0,10.0,0.0,0.18139483945836896,0.91
